CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100),Profession,Work Experience,Family Size
498,1,12,84547,96,6,3,3
499,1,95,121725,3,9,12,3
500,1,41,65723,91,0,6,7
501,0,38,96794,96,5,6,3
502,1,68,72352,61,5,8,5
503,0,4,53097,21,5,0,7
504,0,5,144831,17,0,1,3
505,0,3,183851,10,1,1,2
506,0,20,111896,90,4,1,3
507,0,3,64824,30,4,1,1
508,1,36,88565,16,5,1,5
509,0,70,104974,63,0,1,1
510,0,17,167060,47,0,1,5
511,0,31,69018,17,0,6,1
512,0,48,174109,96,3,0,1
513,1,28,62186,29,8,0,1
514,1,97,183783,70,5,9,3
515,1,81,83771,1,0,1,2
516,0,37,148196,91,0,0,2
517,1,85,131742,87,3,1,1
518,0,78,59971,94,6,14,7
519,0,13,88960,2,3,13,3
520,0,53,140107,38,5,1,5
521,0,41,161896,49,3,1,3
522,0,9,57272,60,2,1,1
523,1,20,119952,2,5,8,2
524,0,98,167197,63,1,1,5
525,0,44,186116,2,5,8,6
526,0,66,134677,59,5,15,5
527,0,58,180479,74,5,0,3
528,1,97,112783,21,0,9,6
529,1,13,150258,17,1,0,3
530,1,48,115832,92,0,2,2
531,0,47,104834,44,0,0,7
532,1,93,152571,66,1,14,5
533,0,11,162287,45,2,3,2
534,0,68,171761,59,1,1,6
535,0,87,77709,73,0,0,1
536,0,22,95053,17,3,1,2
537,1,89,74820,33,1,1,2
538,1,57,152267,92,2,9,5
539,1,91,71925,14,0,4,2
540,0,84,151340,95,0,1,7
541,1,56,162921,51,4,0,4
542,0,26,52234,30,4,1,2
543,0,56,100271,87,0,1,5
544,0,6,170266,23,0,3,2
545,0,33,88763,1,3,1,1
546,0,89,107359,26,9,10,6
547,1,99,164781,83,2,0,2
548,0,25,156016,85,0,2,1
549,0,96,186882,40,3,1,7
550,0,35,99300,88,6,5,2
551,1,16,58127,65,8,0,3
552,0,81,89211,12,1,1,7
553,0,7,148607,59,6,1,7
554,0,31,139592,62,8,1,1
555,0,16,172051,62,5,1,3
556,1,89,57033,99,0,0,4
557,1,84,117612,63,2,0,6
558,1,40,185321,96,0,0,7
559,0,17,186577,5,5,8,5
560,1,0,151298,89,0,0,6
561,0,69,123925,52,0,1,7
562,0,17,169496,12,7,11,6
563,0,0,142892,25,3,8,1
564,0,34,58979,3,3,9,5
565,0,51,141416,100,5,15,1
566,1,54,104854,67,5,1,7
567,0,19,180331,14,0,17,5
568,0,99,172896,13,2,0,3
569,0,2,101451,82,5,4,3
570,0,91,189974,37,2,8,1
571,1,65,90084,65,0,1,6
572,0,47,112247,24,4,4,5
573,0,91,181775,61,0,4,5
574,0,64,59088,31,0,1,3
575,0,91,60856,23,0,1,6
576,1,32,149900,34,0,6,3
577,1,15,142776,98,2,8,5
578,1,22,162598,84,0,8,3
579,0,37,146195,89,5,4,4
580,1,83,135268,53,7,4,5
581,0,89,136037,1,8,5,1
582,0,33,111191,67,0,9,4
583,0,13,144111,62,3,12,5
584,0,71,177359,56,1,6,2
585,0,10,112818,85,8,15,7
586,1,49,53509,98,0,5,4
587,0,9,168269,75,4,10,2
588,0,53,86766,2,7,16,3
589,0,63,52661,25,5,12,5
590,0,46,148520,14,5,11,5
591,1,42,149936,52,0,15,3
592,0,73,102296,31,3,7,5
593,1,75,178416,16,4,10,7
594,0,49,83788,41,1,15,1
595,0,96,184771,77,2,8,5
596,0,52,70302,88,4,14,3
597,0,15,58639,51,3,5,7
598,1,91,97879,40,3,15,7
599,1,22,64707,29,3,7,3
600,1,62,71795,87,5,8,1
601,1,41,76567,85,1,16,1
602,1,61,126370,20,9,11,4
603,0,71,154007,32,0,7,7
604,0,91,69720,78,7,17,6
605,0,94,85265,68,4,7,6
606,0,3,155864,31,5,13,3
607,0,15,99421,72,0,8,7
608,0,96,145457,57,4,2,1
609,1,12,118041,77,0,9,2
610,0,23,73759,83,1,0,7
611,1,94,90082,17,0,5,7
612,0,7,74928,12,0,0,6
613,0,74,101352,36,7,0,5
614,0,52,93947,81,5,9,2
615,1,39,134629,23,2,1,6
616,1,72,101858,70,5,8,6
617,0,55,165501,47,0,10,4
618,1,29,135931,74,7,5,1
619,1,38,103356,20,8,1,6
620,0,44,75195,79,0,1,3
621,1,58,123083,44,3,6,5
622,1,77,73884,30,5,1,2
623,0,56,91180,61,3,1,7
624,1,79,86235,52,0,0,2
625,0,97,96400,4,1,1,7
626,1,78,83599,12,5,1,6
627,0,91,82535,50,5,0,1
628,1,35,92227,8,7,0,5
629,0,43,150444,27,0,13,4
630,0,37,149095,83,7,1,2
631,1,63,113605,42,0,3,3
632,0,16,93854,82,5,0,7
633,1,32,118280,92,0,0,5
634,1,91,94576,90,0,0,1
635,0,33,129257,70,4,6,3
636,0,57,70373,10,5,2,6
637,0,43,77600,66,5,0,1
638,0,26,113707,97,3,0,5
639,0,59,189672,8,1,0,7
640,0,61,143180,58,0,0,5
641,0,59,174890,14,8,3,4
642,1,66,121377,19,9,7,7
643,1,26,154857,13,5,0,7
644,0,67,160945,51,5,0,5
645,0,85,119557,35,0,0,2
646,0,76,187141,33,1,0,7
647,0,57,97468,22,0,0,1
648,0,77,160351,77,7,8,5
649,0,66,178627,94,5,1,2
650,0,49,170188,80,7,1,6
651,0,36,166007,40,1,1,4
652,1,74,91794,83,3,0,7
653,0,16,189072,86,0,6,3
654,1,27,152717,15,4,1,6
655,0,3,158549,98,4,0,3
656,1,31,134263,94,8,1,3
657,0,30,148236,28,4,1,1
658,1,94,171677,81,0,0,6
659,0,31,189446,38,0,1,6
660,1,49,106633,53,0,0,3
661,1,49,81084,48,4,6,5
662,1,53,148759,52,1,7,7
663,0,3,117638,95,5,2,7
664,0,91,159537,37,1,4,1
665,1,26,79526,6,8,9,7
666,1,28,101414,64,9,8,1
667,0,92,109519,72,3,1,4
668,0,59,156880,70,0,0,7
669,1,15,157278,58,0,0,6
670,0,23,144916,84,2,1,7
671,1,54,59163,100,8,3,3
672,0,93,93991,49,0,1,3
673,0,65,58318,45,1,1,1
674,0,13,180786,88,7,1,5
675,1,71,84622,45,1,0,6
676,1,1,92674,59,0,8,4
677,0,57,87553,94,0,1,1
678,1,14,74174,79,3,1,2
679,0,77,180831,33,5,1,2
680,0,89,137397,33,1,1,7
681,1,17,96154,100,0,1,4
682,1,86,172477,69,3,1,3
683,1,42,59954,37,4,4,4
684,0,29,112240,95,3,0,4
685,0,54,145679,35,0,0,2
686,1,96,136265,49,0,12,5
687,0,58,74869,12,5,0,3
688,0,52,109425,46,2,0,1
689,0,3,126015,57,5,0,1
690,0,13,156951,66,5,4,7
691,0,3,127172,68,5,1,2
692,1,89,113834,22,1,0,3
693,1,83,132005,2,3,0,5
694,0,80,171323,78,7,10,4
695,0,74,92355,87,3,1,4
696,1,42,60982,3,5,0,5
697,0,91,51742,33,0,8,3
698,0,31,138612,71,4,9,2
699,1,8,158123,84,0,1,1
700,1,64,164675,65,4,0,5
701,0,41,172882,27,5,8,7
702,0,62,70119,93,0,0,1
703,1,41,113998,26,5,7,7
704,1,22,114011,40,9,5,7
705,1,5,57265,89,3,7,7
706,0,38,130597,2,0,6,1
707,0,88,121597,7,2,0,5
708,1,56,103210,100,0,6,6
709,1,47,66308,8,4,0,4
710,1,4,141336,93,6,2,1
711,1,82,153632,76,3,9,7
712,0,31,65520,71,7,1,2
713,0,69,153217,83,5,1,6
714,1,62,92768,75,1,1,1
715,0,54,132345,10,0,0,2
716,0,60,186069,49,8,1,2
717,0,31,53802,32,0,1,7
718,0,17,103739,62,5,6,4
719,0,15,50550,34,5,9,7
720,0,37,145648,21,5,7,6
721,1,36,85737,37,4,0,3
722,0,27,99950,20,3,0,4
723,0,11,83220,21,2,7,4
724,1,83,73410,50,3,8,5
725,0,71,64310,43,8,2,1
726,0,20,59844,79,1,0,1
727,1,3,67787,1,4,1,6
728,1,52,172841,4,2,0,1
729,1,75,145528,61,5,1,2
730,1,36,173807,42,0,0,2
731,1,60,185794,69,3,7,1
732,1,8,119780,71,5,1,3
733,0,9,158596,86,0,1,2
734,0,41,118122,52,3,0,6
735,1,38,99964,11,5,7,4
736,0,69,120752,27,4,1,6
737,0,33,189630,53,4,5,5
738,1,64,125510,6,5,3,3
739,1,19,101799,49,2,1,1
740,0,88,92914,74,0,0,3
741,0,91,162465,59,2,9,3
742,1,84,163818,27,2,2,1
743,0,43,53832,56,3,4,1
744,0,30,140190,49,2,1,4
745,1,16,125836,69,5,1,4
746,1,89,100938,27,3,0,7
747,1,5,168670,37,0,1,3
748,0,54,176885,10,3,0,3
749,0,41,111174,28,0,4,5
750,1,80,127335,97,0,6,6
751,1,37,149103,3,5,10,1
752,1,87,167705,31,5,0,7
753,0,50,183548,85,3,1,4
754,0,14,50396,46,7,0,6
755,0,17,63557,3,8,1,1
756,0,98,87878,55,0,1,6
757,1,3,55634,53,2,8,3
758,0,83,118110,26,2,1,5
759,1,13,129396,36,0,6,6
760,0,46,62628,64,3,8,6
761,0,25,51700,17,5,4,6
762,0,4,106816,49,0,7,5
763,1,64,93000,67,7,0,2
764,0,84,144148,71,1,1,4
765,1,12,101388,90,0,0,2
766,0,56,171560,78,2,0,2
767,1,58,156366,60,3,8,1
768,0,0,143910,22,8,1,7
769,0,25,106569,84,2,1,3
770,1,28,173009,25,5,9,6
771,1,78,54252,29,2,0,5
772,1,56,104600,57,3,6,3
773,1,91,50250,54,0,0,2
774,1,77,93242,84,3,0,7
775,0,83,156839,38,0,3,7
776,0,64,71305,39,0,9,2
777,1,19,85975,73,3,0,6
778,1,94,188107,52,2,10,2
779,1,19,82333,35,8,1,2
780,1,84,125016,25,3,1,7
781,0,10,148908,10,5,2,3
782,0,19,58217,70,0,0,1
783,1,74,76521,29,2,7,4
784,0,95,117763,42,0,1,2
785,0,34,115184,93,6,1,4
786,1,30,54251,7,0,2,6
787,0,53,112530,24,3,2,6
788,1,67,107409,2,0,1,6
789,0,23,84793,23,6,9,6
790,0,25,66952,79,3,1,2
791,0,84,153465,11,7,1,4
792,0,1,178214,17,0,1,7
793,1,70,152069,42,3,4,4
794,0,56,132860,17,5,7,2
795,0,0,147719,86,7,1,7
796,0,91,172915,29,1,9,1
797,0,81,148594,29,3,3,5
798,1,33,61986,77,4,0,1
799,1,75,91456,13,0,1,4
800,1,11,166247,84,4,1,2
801,0,61,140516,50,0,0,3
802,1,81,148208,36,9,5,7
803,0,62,133822,78,8,0,4
804,0,44,175424,32,0,4,5
805,0,67,121528,92,5,8,4
806,0,30,189369,69,5,0,3
807,0,92,80808,26,0,1,1
808,1,25,57535,84,3,1,7
809,0,61,163509,51,5,0,4
810,0,72,75884,57,4,0,7
811,0,89,157759,52,0,1,6
812,0,37,184813,44,4,0,2
813,1,59,187253,51,4,8,7
814,1,41,81718,36,3,1,3
815,1,60,150019,37,1,1,2
816,0,81,53452,73,3,1,6
817,1,85,150765,42,6,8,2
818,0,91,154456,71,9,0,7
